16;254.5893
7;335.4609
12;135.3488
18;259.7132
10;139.1512
17;506.9129
16;305.3608
16;503.6521
14;551.7174
16;554.2906
17;194.5877
21;553.3107
10;146.9637
19;474.7084
14;337.6533
16;444.9616
12;335.5579
16;608.0604
13;402.4529
21;239.5546
14;97.6148
13;295.5235
7;121.3407
22;528.9253
17;481.0610
17;376.2013
20;413.1769
14;337.6751
15;206.5039
12;160.9416
20;578.4925
10;481.4399
9;187.6948
20;494.0484
18;628.4892
12;149.8104
13;483.0822
18;362.3412
16;435.6657
8;171.1786
14;291.3245
14;238.3583
18;328.7688
14;335.4296
16;144.8734
12;418.7407
18;595.1251
19;261.1922
16;449.0212
10;235.0715
17;481.5766
9;5.0500
17;188.2423
11;90.8114
17;584.9610
19;519.3659
21;380.0679
15;286.7283
10;182.6163
12;365.5293
17;510.1507
14;618.8060
22;515.8608
10;392.4736
23;389.8700
13;367.1483
32;690.1719
31;679.2191
35;866.5362
28;471.8627
33;706.7863
34;749.6715
28;620.9032
34;484.9837
24;313.9449
26;566.5647
39;692.3693
26;507.9059
24;491.8178
35;695.1659
33;531.1719
15;399.2101
39;1008.8668
29;784.4901
31;611.5943
35;845.8342
31;850.5607
28;501.0658
35;831.7110
29;693.6619
20;393.5828
23;366.0397
21;271.7849
19;494.2751
26;467.0507
24;595.8773
21;417.5920
18;155.1725
32;818.5450
33;557.8738
26;668.2853
28;659.7977
20;582.2679
30;638.2818
23;602.6318
21;575.3372
30;537.6572
19;405.2413
25;303.3426
21;489.3932
28;478.5817
25;394.5174
26;670.0579
37;856.9829
22;481.6115
25;649.5764
27;841.7988
28;453.1601
25;741.0613
27;726.4329
23;437.2916
27;734.4510
37;803.8589
35;925.8137
37;862.6904
26;707.4870
27;181.6917
21;416.1791
32;900.0969
28;726.5118
31;601.9480
30;589.6220
28;680.5793
21;340.6532
35;1100.1669
29;1106.3106
25;429.5879
30;735.3166
30;763.2242
27;705.3138
30;869.4900
32;820.3243
31;715.4109
27;554.0246
26;867.2181
37;667.6206
25;559.7068
34;777.2503
31;788.9382
36;658.6358
23;672.6703
30;743.7510
27;716.8881
24;479.2325
22;453.0923
25;785.3213
22;655.5955
27;326.5755
29;551.4465
28;697.2894
29;845.2667
19;547.7390
39;880.3600
18;407.2203
26;862.1801
24;433.6653
23;497.4099
23;535.0115
23;338.2477
37;833.5350
23;551.2806
4;536.7309
5;540.0701
7;423.3519
4;383.5345
4;441.4793
6;428.5128
8;544.2402
2;456.4982
6;553.0340
9;390.0649
7;425.6185
4;439.8562
9;396.5195
3;424.9121
3;507.4314
6;459.5686
4;522.7162
3;463.2777
4;309.7148
3;546.9297
10;338.1606
4;472.1044
10;370.8893
19;371.9103
15;400.5786
18;347.4601
22;274.6870
21;268.8352
17;233.1525
19;337.8362
20;229.6617
15;276.7251
23;159.7786
18;299.0546
17;338.7274
16;336.6762
13;269.1797
17;419.0489
18;324.5996
16;294.4937
18;256.5605
24;306.1312
21;384.5247
22;195.1295
21;308.1098
27;102.4598
16;388.8884
20;321.5749
9;434.3560
17;315.9586
24;282.4804
13;327.6924
20;287.7274
18;290.9983
24;371.6237
19;308.5237
22;260.2526
18;294.3067
22;337.8836
15;350.1911
15;356.7639
13;291.7991
18;381.6669
23;304.3801
19;360.0644
25;310.2786
21;298.6584
11;405.0905
15;375.2004
20;299.3261
23;350.8988
17;388.6593
22;257.0877
19;214.7441
19;347.9712
21;357.8621
17;208.7563
24;243.8566
20;375.1404
19;352.4073
19;266.6525
12;347.1239
19;399.3315
20;214.0585
26;217.1663
13;370.9926
13;390.0784
19;378.1948
21;243.1187
16;352.4396
15;326.8658
27;212.0580
19;276.2713
14;450.7777
18;306.6321
11;441.0624
18;398.9328
21;223.8324
16;306.6241
23;328.8057
19;368.4587
18;230.2378
13;354.1156
26;283.4926
15;290.2169
18;317.2054
16;342.3050
20;349.9828
38;107.4521
32;138.5910
37;151.2427
47;81.2585
36;176.8696
39;131.9571
32;193.8155
36;159.8199
36;159.8701
35;182.5272
30;266.6210
36;84.1531
33;286.7331
37;33.0527
45;37.3439
28;242.3421
46;21.0357
43;57.4858
35;117.4386
42;86.3907
33;178.5996
25;219.3217
40;156.0476
40;144.0544
38;132.9542
37;139.0765
41;80.4673
34;89.4791
33;207.3994
38;114.0590
32;278.9900
50;13.0299
43;140.1317
46;28.5316
42;72.5653
33;192.2144
35;106.1546
35;145.2671
33;227.9916
30;250.5727
38;18.6015
33;101.8424
44;97.7185
28;286.7259
30;235.6260
