9.878027977134387072e+00,9.730348027790279630e+00,9.799565504251976478e+00,9.776223372939149669e+00,9.819959492401602930e+00,9.838497215400954232e+00,9.877873161837566585e+00,9.785834923200557256e+00,9.844785068229926495e+00,9.716439147590790526e+00
9.795840852658981746e+00,9.891886408693782329e+00,9.779236397145858461e+00,9.836092881584100667e+00,9.891005612028706651e+00,9.890878771992632323e+00,9.876788257838748919e+00,9.800559082631124852e+00,9.819643619494819120e+00,9.785039398986768333e+00
9.865772450665801330e+00,9.968433805047856922e+00,9.815049263911326705e+00,9.772465216996669923e+00,9.812394897161047069e+00,9.672504380753972342e+00,9.826419619150314588e+00,9.750551103975151790e+00,9.800935473085266025e+00,9.811211908836623863e+00
9.875812810615952841e+00,9.828754524910872092e+00,9.883269960361944939e+00,9.684038835652630794e+00,9.687857963694124663e+00,9.801207853527074576e+00,9.762236287227016973e+00,9.797400529329003405e+00,9.840842787690082361e+00,9.806906051434724603e+00
9.859105263789800233e+00,9.944160940697848616e+00,9.725437700345576530e+00,9.803894166773858387e+00,9.836731249611995409e+00,9.791902610001049112e+00,9.899732403010748527e+00,9.601644108874440420e+00,9.986253446841514503e+00,9.710821262656848418e+00
9.821940806136179702e+00,9.849714922831426023e+00,9.765736361690157352e+00,9.836039633539435556e+00,9.849687173420026198e+00,9.839502582767016392e+00,9.757800422870021251e+00,9.923153106488177500e+00,9.822790600310245424e+00,9.745041254654353224e+00
9.845762361437447652e+00,9.812235938197458651e+00,9.836278965696397592e+00,9.608348234818832267e+00,9.884758533415588744e+00,9.818637035603821062e+00,9.819310373969447170e+00,9.785661807275834789e+00,9.853423750987090557e+00,9.865734501504553222e+00
9.833863977864270467e+00,9.932651147740109820e+00,9.817035092283845188e+00,9.774758188616539556e+00,9.719433691712472623e+00,9.758479115631084611e+00,9.881951994064481326e+00,9.802779454273483850e+00,9.779621862954387623e+00,9.856548699738029384e+00
9.705786035334867279e+00,9.760097530033556623e+00,9.838389133300129430e+00,9.865230441633999092e+00,9.859094335320163438e+00,9.837813008772812395e+00,9.857212454470795748e+00,9.942923578201586565e+00,9.733851325958278622e+00,9.764373724686270961e+00
9.923341652684444014e+00,9.691425796184029551e+00,9.891030474077643575e+00,9.651663104174566854e+00,9.768279004008151745e+00,9.879339573819089892e+00,9.791124798193076018e+00,9.793138580233835100e+00,9.872998768611511267e+00,9.641687083668561087e+00
9.812893448055710621e+00,9.834270692995497498e+00,9.794729121056651167e+00,9.772030167694852665e+00,9.768023778903582865e+00,9.836816334472654688e+00,9.705317446143276072e+00,9.834201011069783505e+00,9.780536415473900291e+00,9.791619756664035279e+00
9.858628673331363501e+00,9.857544596462247455e+00,9.826783222947369723e+00,9.820594893419329452e+00,9.867177635277622372e+00,9.942660471000429823e+00,9.854812484316857635e+00,9.742600541399941250e+00,9.663906898987772109e+00,9.945232523992084239e+00
9.669423246903592783e+00,9.908050492174494295e+00,9.874598469919458665e+00,9.779232373041601534e+00,9.866913003345496591e+00,9.741115339609510926e+00,9.905330959481947417e+00,9.767524698391389038e+00,9.866778976540009793e+00,9.889726886883538626e+00
9.799925498637433563e+00,1.000579603098241321e+01,9.851061841202497504e+00,9.875927881235975647e+00,9.770769025441484956e+00,9.805307742216502476e+00,9.922374181809367144e+00,9.743390253437464565e+00,9.634244682672054694e+00,9.782398630464639311e+00
9.754832715327887982e+00,9.830792139405845731e+00,9.843396029975881589e+00,9.763722559972688231e+00,9.790078500965174513e+00,9.752998646354017254e+00,9.756515697784474028e+00,9.824059697291442461e+00,9.849119316523717416e+00,9.821602754354765707e+00
9.880170766679485794e+00,9.882797845863301234e+00,9.804650816909143529e+00,9.769436107413040915e+00,9.740884635297684113e+00,9.718715403384774021e+00,9.820290714199863658e+00,9.793569796601540034e+00,9.966456142839174248e+00,9.819008100468145983e+00
9.711079047542751752e+00,9.909872254749442888e+00,9.659252815836651962e+00,9.715423444128159502e+00,9.835516774754188063e+00,9.808964623181719134e+00,9.899303035760075531e+00,9.708262182170775745e+00,9.726092178243813891e+00,9.768460103196545674e+00
9.793077380916116681e+00,9.751790351687638747e+00,9.818548773996042200e+00,9.785794772583031431e+00,9.749858391716573536e+00,9.773396103887579400e+00,9.855086375329614512e+00,9.792381513314342811e+00,9.803421407346336380e+00,9.846300838971034253e+00
9.834906992206871479e+00,9.719179005420231832e+00,9.782399610584215921e+00,9.756451446686757123e+00,9.823559886549944054e+00,9.760643631454170688e+00,9.901347352121055323e+00,9.741639430260518040e+00,9.764688147401299645e+00,9.816208077314898972e+00
9.897322782818315900e+00,9.863638940494128704e+00,9.855392464334009617e+00,9.823607511591792019e+00,9.871318339664860275e+00,9.903233554583801279e+00,9.883797824447558611e+00,9.870462163734375238e+00,9.862475538027725364e+00,9.819734355646899004e+00
